Alm_type,Inci_no   ,Unit  ,Resp_code,Station,District,Inci_type,Inci_desc                                         ,Alm_date  ,Disp_time,Notif_time,Roll_time,Arv_time,Clr_time_b,Shift,Mutl_aid,Alarms     ,Prop_loss            ,Cont_loss            ,Prop_val             ,Cont_val             ,Prop_use,Number  ,St_prefix,Street                   ,St_suffix,St_type,Zip       
17,20-2005488,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/27/2020,15:52:22,15:56:49,15:57:37,16:00:39,16:14:18,A    ,N       ,1,0,0,0,0,429A    ,1236,         ,NAPLES                   ,         ,PL     ,27703
77,20-2005496,E3    ,3,3,3,324,Motor Vehicle Accident with no injuries           ,2/27/2020,18:16:36,18:19:43,18:19:59,18:23:10,18:32:46,A    ,N       ,1,0,0,0,0,961,        ,         ,US 70 BYP                ,W        ,HWY    ,27703
60,20-2005497,E3    ,3,1,1,671,HazMat release investigation w/no HazMat          ,2/27/2020,18:27:40,18:33:34,18:33:34,18:37:59,18:39:40,A    ,N       ,1,0,0,0,0,100,406,         ,RIGSBEE                  ,         ,AVE    ,27701
31,20-2005500,E3    ,C        ,3,3,611,Dispatched & cancelled en route                   ,2/27/2020,18:42:29,18:43:31,18:43:51,        ,18:46:07,A    ,N       ,1,0,0,0,0,UUU     ,900,         ,WADESBORO                ,         ,ST     ,27703
69,20-2005508,E3    ,3,4,4,113,"Cooking fire, confined to container               ",2/27/2020,19:56:24,19:59:14,20:03:10,20:03:27,20:09:31,A    ,N       ,1,0,0,0,0,429A    ,1507,         ,MATHISON                 ,         ,ST     ,27701
77,20-2005510,E3    ,3,8,8,324,Motor Vehicle Accident with no injuries           ,2/27/2020,20:40:36,20:43:31,20:44:16,20:47:12,20:51:15,A    ,N       ,1,0,0,0,0,963,        ,         ,LYNN                     ,         ,RD     ,27703
69,20-2005515,E3    ,3,3,3,531,Smoke or odor removal                             ,2/27/2020,22:20:53,22:22:45,22:23:36,22:26:09,23:04:00,A    ,N       ,1,0,0,0,0,419,107,         ,CHERRY GROVE             ,         ,ST     ,27703
19,20-2005518,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/27/2020,23:32:50,23:34:19,23:35:22,23:38:40,23:44:23,A    ,N       ,1,0,0,0,0,429A    ,1126,S        ,HOOVER                   ,         ,RD     ,27703
92,20-2005528,E3    ,1,1,1,735,Alarm system sounded due to malfunction           ,2/28/2020,3:33:17,3:34:59,3:36:19,3:41:14,4:15:57,A    ,N       ,1,0,0,0,0,429A    ,504,E        ,PETTIGREW                ,         ,ST     ,27701
GS      ,20-2005532,E3    ,3,3,3,622,No Incident found on arrival at dispatch address  ,2/28/2020,5:02:49,5:03:05,5:04:09,5:05:55,5:11:20,A    ,N       ,1,0,0,0,0,900,        ,         ,DELANO                   ,         ,ST     ,27703
69,20-2005539,E3    ,R        ,4,4,651,"Smoke scare, odor of smoke                        ",2/28/2020,6:54:19,6:55:46,6:56:32,7:04:54,7:08:05,B    ,N       ,1,0,0,0,0,429A    ,2850,         ,COURTNEY CREEK           ,         ,BLVD   ,27713
26,20-2005571,E3    ,1,3,3,311,"Medical assist, assist EMS crew                   ",2/28/2020,14:21:11,14:22:50,14:23:02,14:34:06,14:39:46,B    ,N       ,1,0,0,0,0,429,926,         ,WADESBORO                ,         ,ST     ,27703
69,20-2005593,E3    ,3,9,9,113,"Cooking fire, confined to container               ",2/28/2020,20:58:06,20:58:14,21:00:24,21:01:42,21:41:39,B    ,N       ,1,0,0,0,0,429A    ,1835,         ,CHEEK                    ,         ,RD     ,27704
26,20-2005621,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/29/2020,9:16:29,9:18:40,9:19:28,9:21:11,9:28:06,A    ,N       ,1,0,0,0,0,962,        ,         ,FIDELITY                 ,         ,DR     ,27703
12,20-2005622,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/29/2020,9:27:22,9:30:16,9:30:55,9:33:22,9:44:23,A    ,N       ,1,0,0,0,0,419,2128,         ,ANGIER                   ,         ,AVE    ,27703
87,20-2005632,E3    ,3,3,3,322,Motor vehicle accident with injuries              ,2/29/2020,13:20:17,13:22:56,13:23:04,13:25:44,13:52:30,A    ,N       ,1,0,0,0,0,961,795,         ,US 70 BYP                ,E        ,HWY    ,27703
26,20-2005638,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/29/2020,14:54:07,14:55:38,14:56:17,14:59:05,15:23:12,A    ,N       ,1,0,0,0,0,419,2622,         ,OWEN                     ,         ,ST     ,27703
ST      ,20-2005643,E3    ,3,3,3,321,"EMS call, excluding vehicle accident with injury  ",2/29/2020,16:06:03,16:07:12,16:07:12,16:10:05,16:20:43,A    ,N       ,1,0,0,0,0,439A    ,1201,E        ,MAIN                     ,         ,ST     ,27701
77,20-2005655,E3    ,3,9,9,324,Motor Vehicle Accident with no injuries           ,2/29/2020,18:31:50,18:32:00,18:32:54,18:35:45,18:39:07,A    ,N       ,1,0,0,0,0,963,3,         ,CHEEK                    ,         ,RD     ,27704
GS      ,20-2000014,E4    ,1,4,4,622,No Incident found on arrival at dispatch address  ,1/1/2020,2:32:26,2:34:30,2:34:30,2:36:38,2:40:02,A    ,N       ,1,0,0,0,0,UUU     ,1247,         ,WABASH                   ,         ,ST     ,27701
9,20-2000030,E4    ,3,4,4,321,"EMS call, excluding vehicle accident with injury  ",1/1/2020,8:44:46,8:45:54,8:47:06,8:49:42,8:56:03,B    ,N       ,1,0,0,0,0,429A    ,832,         ,RIDGEWAY                 ,         ,AVE    ,27701
60,20-2000038,E4    ,1,4,4,412,Gas leak (natural gas or LPG)                     ,1/1/2020,11:33:36,11:34:01,11:35:15,11:39:25,12:52:21,B    ,N       ,1,0,0,0,0,429A    ,1223,E        ,LAWSON                   ,         ,ST     ,27701
82,20-2000050,E4    ,C        ,3,3,151,"Outside rubbish, trash or waste fire              ",1/1/2020,13:58:50,14:01:59,14:03:00,        ,14:08:32,B    ,N       ,1,0,0,0,0,429,407,         ,BOSWELL                  ,         ,ST     ,27703
6,20-2000071,E4    ,3,4,4,321,"EMS call, excluding vehicle accident with injury  ",1/1/2020,17:43:56,17:44:34,17:45:09,17:49:19,18:16:57,B    ,N       ,1,0,0,0,0,891,814,         ,ELLIS                    ,         ,RD     ,27703
69,20-2000091,E4    ,3,4,4,440,"Electrical  wiring/equipment problem, Other       ",1/1/2020,21:51:11,21:52:01,21:52:48,21:54:17,21:59:10,B    ,N       ,1,0,0,0,0,161,1601,         ,NC 55                    ,         ,HWY    ,27701
77,20-2000097,E4    ,3,4,4,324,Motor Vehicle Accident with no injuries           ,1/1/2020,22:56:49,22:57:01,22:58:50,23:03:14,23:39:37,B    ,N       ,1,0,0,0,0,419,2701,         ,FAYETTEVILLE             ,         ,ST     ,27707
21,20-2000106,E4    ,3,4,4,321,"EMS call, excluding vehicle accident with injury  ",1/2/2020,0:43:13,0:45:35,0:46:44,0:51:00,1:00:25,B    ,N       ,1,0,0,0,0,429A    ,2902,         ,BAINBRIDGE               ,         ,DR     ,27713
10,20-2000125,E4    ,C        ,4,4,321,"EMS call, excluding vehicle accident with injury  ",1/2/2020,9:59:21,10:00:52,10:01:15,        ,10:02:03,C    ,N       ,1,0,0,0,0,429,1179,         ,WABASH                   ,         ,ST     ,27701
77,20-2000130,E4    ,C        ,4,4,322,Motor vehicle accident with injuries              ,1/2/2020,10:48:40,10:49:41,10:51:01,        ,10:54:56,C    ,N       ,1,0,0,0,0,960,1607,         ,SIMA                     ,         ,AVE    ,27703
69,20-2000138,E4    ,3,16,16,111,Building fire                                     ,1/2/2020,12:57:28,13:09:30,13:10:18,13:16:56,13:17:57,C    ,N       ,1,15000,15000,0,0,581,6910,         ,FAYETTEVILLE             ,         ,RD     ,27713
60,20-2000150,E4    ,3,4,4,424,Carbon monoxide incident                          ,1/2/2020,15:02:16,15:03:37,15:04:54,15:08:19,15:21:53,C    ,N       ,1,0,0,0,0,429,1211,         ,RIDGEWAY                 ,         ,AVE    ,27701
60,20-2000156,E4    ,1,4,4,424,Carbon monoxide incident                          ,1/2/2020,16:23:41,16:25:44,16:26:48,16:31:14,17:31:17,C    ,N       ,1,0,0,0,0,429,1258,         ,WABASH                   ,         ,ST     ,27701
92,20-2000171,E4    ,3,4,4,743,"Smoke detector activation, no fire - unintentional",1/2/2020,18:29:59,18:30:17,18:31:29,18:35:47,18:39:20,C    ,N       ,1,0,0,0,0,419,810,         ,JEROME                   ,         ,RD     ,27713
92,20-2000213,E4    ,3,4,4,730,"System malfunction, Other                         ",1/3/2020,6:44:14,6:45:11,6:46:16,6:51:14,7:01:50,C    ,N       ,1,0,0,0,0,429A    ,1533,         ,ELLIS                    ,         ,RD     ,27703
92,20-2000237,E4    ,3,4,4,745,"Alarm system activation, no fire - unintentional  ",1/3/2020,11:25:46,11:27:35,11:28:22,11:32:16,11:41:36,B    ,N       ,1,0,0,0,0,599,1301,S        ,BRIGGS                   ,         ,AVE    ,27703
90,20-2000244,E4    ,3,4,4,424,Carbon monoxide incident                          ,1/3/2020,12:33:48,12:37:04,12:38:33,12:41:36,13:17:36,B    ,N       ,1,0,0,0,0,429A    ,1379,         ,RIDGEWAY                 ,         ,AVE    ,27701
69,20-2000263,E4    ,3,6,6,651,"Smoke scare, odor of smoke                        ",1/3/2020,17:07:59,17:09:32,17:10:46,17:17:04,17:27:06,B    ,N       ,1,0,0,0,0,419,5000,         ,FORTUNES RIDGE           ,         ,DR     ,27713
60,20-2000264,E4    ,C        ,4,4,412,Gas leak (natural gas or LPG)                     ,1/3/2020,17:19:41,17:31:52,17:31:52,        ,17:32:04,B    ,N       ,1,0,0,0,0,429,1223,E        ,LAWSON                   ,         ,ST     ,27701
90,20-2000273,E4    ,1,4,4,424,Carbon monoxide incident                          ,1/3/2020,18:29:27,18:29:49,18:31:37,18:36:04,18:51:05,B    ,N       ,1,0,0,0,0,419,823,         ,RIDGEWAY                 ,         ,AVE    ,27701
ST      ,20-2000276,E4    ,C        ,4,4,622,No Incident found on arrival at dispatch address  ,1/3/2020,19:51:11,19:52:51,19:52:51,        ,19:54:22,B    ,N       ,1,0,0,0,0,UUU     ,1379,         ,RIDGEWAY                 ,         ,AVE    ,27701
69,20-2000277,E4    ,3,5,5,100,"Fire, Other                                       ",1/3/2020,19:50:08,19:55:08,19:56:08,19:58:41,20:34:17,B    ,N       ,1,0,0,0,0,615,2421,S        ,ROXBORO                  ,         ,ST     ,27707
90,20-2000292,E4    ,1,4,4,622,No Incident found on arrival at dispatch address  ,1/4/2020,1:10:00,1:10:39,1:13:00,1:17:26,1:42:23,C    ,N       ,1,0,0,0,0,419,3110,         ,ROCKFORD                 ,         ,RD     ,27713
66,20-2000295,E4    ,1,4,4,671,HazMat release investigation w/no HazMat          ,1/4/2020,1:51:46,1:53:59,1:55:19,2:00:20,2:06:30,B    ,N       ,1,0,0,0,0,419,619,         ,BERNICE                  ,         ,ST     ,27703
90,20-2000311,E4    ,C        ,4,4,746,"Carbon monoxide detector activation, no CO        ",1/4/2020,9:26:14,9:32:55,9:34:07,        ,9:34:11,C    ,N       ,1,0,0,0,0,429A    ,1207,         ,TRUMAN                   ,         ,ST     ,27701
92,20-2000323,E4    ,3,4,4,745,"Alarm system activation, no fire - unintentional  ",1/4/2020,11:31:20,11:31:57,11:32:57,11:36:13,11:45:14,C    ,N       ,1,0,0,0,0,564,4,         ,ANSON                    ,         ,ST     ,27703
53,20-2000383,E4    ,1,4,4,522,Water or steam leak                               ,1/5/2020,3:27:20,3:28:47,3:31:34,3:36:11,3:56:12,C    ,N       ,1,0,0,0,0,429A    ,1733,E        ,CORNWALLIS               ,         ,RD     ,27713
9,20-2000418,E4    ,C        ,1,1,611,Dispatched & cancelled en route                   ,1/5/2020,14:43:25,14:48:57,14:48:57,        ,14:52:21,B    ,N       ,1,0,0,0,0,429A    ,200,E        ,UMSTEAD                  ,         ,ST     ,27707
60,20-2000436,E4    ,1,4,4,622,No Incident found on arrival at dispatch address  ,1/5/2020,18:16:50,18:18:11,18:18:43,18:25:19,18:33:16,B    ,N       ,1,0,0,0,0,429A    ,1151,         ,RIDGEWAY                 ,         ,AVE    ,27701
69,20-2000474,E4    ,C        ,6,6,651,"Smoke scare, odor of smoke                        ",1/6/2020,6:05:49,6:07:48,6:09:37,        ,6:13:52,B    ,N       ,1,0,0,0,0,419,3531,         ,HAMSTEAD                 ,         ,CT     ,27707
GS      ,20-2000477,E4    ,C        ,4,4,321,"EMS call, excluding vehicle accident with injury  ",1/6/2020,7:05:41,7:10:51,7:10:51,        ,7:12:48,C    ,N       ,1,0,0,0,0,511,3011,         ,FAYETTEVILLE             ,         ,ST     ,27707
69,20-2000502,E4    ,C        ,19,19,743,"Smoke detector activation, no fire - unintentional",1/6/2020,11:50:10,11:51:46,11:53:05,        ,12:03:21,C    ,1,1,0,0,0,0,449,5208,         ,PAGE                     ,         ,RD     ,27703
92,20-2000509,E4    ,3,4,4,714,"Central station, malicious false alarm            ",1/6/2020,13:19:24,13:20:54,13:21:09,13:23:49,13:34:54,C    ,N       ,1,0,0,0,0,429A    ,1400,E        ,CORNWALLIS               ,         ,RD     ,27713
69,20-2000529,E4    ,C        ,5,5,651,"Smoke scare, odor of smoke                        ",1/6/2020,18:12:56,18:14:21,18:15:32,        ,18:21:17,C    ,N       ,1,0,0,0,0,429A    ,500,         ,COBB                     ,         ,ST     ,27701
92,20-2000551,E4    ,3,4,4,735,Alarm system sounded due to malfunction           ,1/6/2020,23:32:01,23:33:39,23:35:04,23:38:55,23:48:51,C    ,N       ,1,0,0,0,0,241,210,         ,EAGLE CAMPUS             ,         ,DR     ,27707
77,20-2000570,E4    ,3,4,4,322,Motor vehicle accident with injuries              ,1/7/2020,6:52:49,6:52:55,6:53:29,6:57:51,7:27:30,A    ,N       ,1,0,0,0,0,963,813,         ,ELLIS                    ,         ,RD     ,27703
92,20-2000583,E4    ,3,4,4,714,"Central station, malicious false alarm            ",1/7/2020,10:12:51,10:14:27,10:15:32,10:19:03,10:33:56,A    ,N       ,1,0,0,0,0,429A    ,1400,E        ,CORNWALLIS               ,         ,RD     ,27713
69,20-2000585,E4    ,3,18,18,651,"Smoke scare, odor of smoke                        ",1/7/2020,10:31:51,10:34:14,10:34:14,10:39:03,10:44:34,A    ,2,1,0,0,0,0,519,2107,         ,NC 54                    ,         ,HWY    ,27713
6,20-2000600,E4    ,3,4,4,321,"EMS call, excluding vehicle accident with injury  ",1/7/2020,13:03:31,13:04:50,13:06:13,13:09:28,13:28:28,A    ,N       ,1,0,0,0,0,429A    ,2803,         ,BAINBRIDGE               ,         ,DR     ,27713
82,20-2000619,E4    ,R        ,4,4,561,Unauthorized burning                              ,1/7/2020,17:15:25,17:15:46,17:16:44,17:19:59,17:25:36,A    ,N       ,1,0,0,0,0,936,614,         ,LAKELAND                 ,         ,ST     ,27701
92,20-2000629,E4    ,3,4,4,113,"Cooking fire, confined to container               ",1/7/2020,20:22:40,20:22:48,20:23:34,20:27:46,20:32:57,A    ,N       ,1,0,30,0,0,419,2901,         ,BEECHWOOD                ,         ,DR     ,27707
93,20-2000657,E4    ,C        ,4,4,611,Dispatched & cancelled en route                   ,1/8/2020,7:28:11,7:29:38,7:30:31,        ,7:31:25,C    ,N       ,1,0,0,0,0,963,        ,E        ,CORNWALLIS               ,         ,RD     ,27713
53,20-2000714,E4    ,1,4,4,321,"EMS call, excluding vehicle accident with injury  ",1/8/2020,18:53:49,18:55:27,18:56:30,19:03:10,19:29:40,C    ,N       ,1,0,0,0,0,419,2302,         ,CHAUTAUQUA               ,         ,AVE    ,27707
92,20-2000723,E4    ,3,4,4,113,"Cooking fire, confined to container               ",1/8/2020,21:53:29,21:54:20,21:55:28,21:58:49,22:21:54,C    ,N       ,1,100,0,0,0,460A    ,408,         ,BRANT                    ,         ,ST     ,27707
21,20-2000752,E4    ,1,4,4,321,"EMS call, excluding vehicle accident with injury  ",1/9/2020,7:31:53,8:03:49,8:03:49,8:08:04,8:40:37,A    ,N       ,1,0,0,0,0,429A    ,1552,         ,SIMA                     ,         ,AVE    ,27701
53,20-2000762,E4    ,1,4,4,553,Public service                                    ,1/9/2020,8:48:35,8:49:53,8:50:27,9:01:01,9:10:00,A    ,N       ,1,0,0,0,0,419,207,W        ,PILOT                    ,         ,ST     ,27707
92,20-2000807,E4    ,3,4,4,745,"Alarm system activation, no fire - unintentional  ",1/9/2020,17:31:14,17:32:21,17:33:24,17:36:34,17:40:20,A    ,N       ,1,0,0,0,0,460A    ,1850,         ,FAYETTEVILLE             ,         ,ST     ,27707
69,20-2000812,E4    ,3,5,5,651,"Smoke scare, odor of smoke                        ",1/9/2020,19:01:24,19:03:10,19:03:58,19:08:32,19:16:21,A    ,N       ,1,0,0,0,0,429A    ,807,S        ,DUKE                     ,         ,ST     ,27701
69,20-2000818,E4    ,3,1,1,445,"Arcing, shorted electrical equipment              ",1/9/2020,20:04:23,20:05:58,20:06:12,20:08:21,20:11:12,A    ,N       ,1,0,0,0,0,419,1223,         ,FAYETTEVILLE             ,         ,ST     ,27707
92,20-2000829,E4    ,3,4,4,745,"Alarm system activation, no fire - unintentional  ",1/10/2020,1:51:35,1:52:36,1:53:52,1:59:26,2:06:14,A    ,N       ,1,0,0,0,0,460A    ,2103,         ,FAYETTEVILLE             ,         ,ST     ,27707
60,20-2000855,E4    ,3,4,4,622,No Incident found on arrival at dispatch address  ,1/10/2020,10:57:28,10:59:02,11:00:21,11:03:02,11:09:54,C    ,N       ,1,0,0,0,0,962,606,         ,BURLINGTON               ,         ,AVE    ,27707
77,20-2000859,E4    ,3,4,4,322,Motor vehicle accident with injuries              ,1/10/2020,11:47:52,11:50:05,11:52:10,11:52:38,12:09:30,C    ,N       ,1,0,0,0,0,962,        ,         ,RIDDLE                   ,         ,RD     ,27713
77,20-2000863,E4    ,3,4,4,324,Motor Vehicle Accident with no injuries           ,1/10/2020,12:49:41,12:53:06,12:53:54,12:56:42,13:02:11,C    ,N       ,1,0,0,0,0,963,        ,         ,FAYETTEVILLE             ,         ,RD     ,27713
32,20-2000865,E4    ,3,4,4,321,"EMS call, excluding vehicle accident with injury  ",1/10/2020,13:15:11,13:18:33,13:19:35,13:24:08,13:32:48,C    ,N       ,1,0,0,0,0,0,2919,         ,FAYETTEVILLE             ,         ,ST     ,27707
12,20-2000875,E4    ,3,4,4,311,"Medical assist, assist EMS crew                   ",1/10/2020,16:01:28,16:03:28,16:04:43,16:09:30,16:18:29,C    ,N       ,1,0,0,0,0,519,910,         ,MARTIN LUTHER KING JR    ,         ,       ,27713
26,20-2000892,E4    ,3,4,4,311,"Medical assist, assist EMS crew                   ",1/10/2020,18:31:44,18:33:29,18:34:23,18:38:20,18:44:17,C    ,N       ,1,0,0,0,0,429A    ,3146,         ,FAYETTEVILLE             ,         ,ST     ,27707
60,20-2000924,E4    ,3,4,4,622,No Incident found on arrival at dispatch address  ,1/11/2020,2:55:48,2:59:13,3:00:41,3:04:00,3:24:02,C    ,N       ,1,0,0,0,0,429A    ,1450,         ,SIMA                     ,         ,AVE    ,27701
55,20-2000936,E4    ,1,4,4,251,"Excessive heat, scorch burns with no ignition     ",1/11/2020,9:29:23,9:32:12,9:32:29,9:34:41,9:55:28,A    ,N       ,1,0,0,0,0,419,1102,E        ,LAWSON                   ,         ,ST     ,27701
53,20-2000945,E4    ,1,4,4,671,HazMat release investigation w/no HazMat          ,1/11/2020,11:45:53,11:46:37,11:47:05,11:51:34,12:03:30,A    ,N       ,1,0,0,0,0,429A    ,1205,         ,TRUMAN                   ,         ,ST     ,27701
77,20-2000954,E4    ,C        ,4,4,322,Motor vehicle accident with injuries              ,1/11/2020,13:29:01,13:29:14,13:29:51,        ,13:32:29,A    ,N       ,1,0,0,0,0,215,3727,         ,FAYETTEVILLE             ,         ,ST     ,27701
31,20-2000955,E4    ,3,4,4,321,"EMS call, excluding vehicle accident with injury  ",1/11/2020,13:28:39,13:33:34,13:33:34,13:38:35,13:52:08,A    ,N       ,1,0,0,0,0,419,619,         ,MIDDLE                   ,         ,ST     ,27703
92,20-2000966,E4    ,3,4,4,745,"Alarm system activation, no fire - unintentional  ",1/11/2020,14:44:20,14:44:31,14:45:33,14:49:28,14:53:02,A    ,N       ,1,0,0,0,0,419,1117,         ,MEADOW WOOD              ,         ,DR     ,27703
